MSSV,HoTen,Lop,DiemToan,DiemLy,DiemHoa,DiemTB,VangPercent,XepLoai
SV1471,Ngo Bich Lan,23DTH2D,9.51,8.33,7.98,8.61,12.8,Xuat sac
SV1472,Duong Huu Tuan,23DTH1A,5.76,6.03,5.13,5.64,17.5,Kha
SV1473,Le Huu An,23DTH1B,4.5,5.06,6.34,5.3,32.8,Trung binh
SV1474,Le Huong Lan,23DTH1C,5.64,4.92,6.69,5.75,10.7,Kha
SV1475,Huynh Quoc Khoa,23DTH1D,8.99,8.38,8.75,8.71,21.4,Xuat sac
SV1476,Duong Trung Khoa,23DTH2A,4.51,6.04,6.1,5.55,3.3,Kha
SV1477,Ho Trung Quan,23DTH2B,4.51,5.08,6.47,5.35,13.1,Trung binh
SV1478,Ngo My Duyen,23DTH2C,7.63,6.22,6.95,6.93,9.0,Kha
SV1479,Dang Ngoc Trang,23DTH2D,6.32,6.33,5.35,6.0,6.7,Kha
SV1480,Pham Huu Cuong,23DTH1A,6.83,5.73,6.59,6.38,18.4,Kha
SV1481,Duong Kim An,23DTH1B,5.14,4.53,5.67,5.11,1.3,Trung binh
SV1482,Phan Lan Mai,23DTH1C,8.44,8.05,7.53,8.01,10.4,Gioi
SV1483,Phan Minh Thanh,23DTH1D,9.27,8.93,8.9,9.03,0,Xuat sac
SV1484,Nguyen Huu Quan,23DTH2A,6.27,6.43,6.33,6.34,12.6,Kha
SV1485,Pham Duc Dung,23DTH2B,8.0,9.91,8.21,8.71,3.2,Xuat sac
SV1486,Nguyen Gia Hai,23DTH2C,6.12,5.83,5.6,5.85,5.1,Kha
SV1487,Ho Quoc Quan,23DTH2D,6.11,5.25,4.9,5.42,14.0,Trung binh
SV1488,Hoang Thanh Linh,23DTH1A,5.68,7.07,5.89,6.21,6.1,Kha
SV1489,Vo Thu Mai,23DTH1B,5.85,6.55,5.37,5.92,14.6,Kha
SV1490,Hoang Thi Chi,23DTH1C,7.82,8.37,8.34,8.18,10.0,Gioi
SV1491,Bui Trung Thanh,23DTH1D,5.13,5.64,6.54,5.77,17.0,Kha
SV1492,Le Thi Giang,23DTH2A,7.57,6.35,6.49,6.8,2.0,Kha
SV1493,Huynh Gia Minh,23DTH2B,7.22,6.78,7.25,7.08,9.2,Gioi
SV1494,Huynh Lan Van,23DTH2C,8.49,9.96,8.98,9.14,0,Xuat sac
SV1495,Tran Thu Hoa,23DTH2D,8.11,8.78,8.18,8.36,18.8,Gioi
SV1496,Tran Trung Nam,23DTH1A,6.2,5.5,5.83,5.84,17.8,Kha
SV1497,Le Gia Khang,23DTH1B,6.51,6.2,7.15,6.62,12.9,Kha
SV1498,Ngo Thanh Yen,23DTH1C,5.9,6.41,5.19,5.83,0,Kha
SV1499,Bui Thi Mai,23DTH1D,6.38,6.41,6.48,6.42,0,Kha
SV1500,Hoang Hoang Phong,23DTH2A,2.33,2.6,3.12,2.68,11.3,Yeu
SV1501,Pham Van An,23DTH2B,8.66,7.7,7.77,8.04,3.6,Gioi
SV1502,Ngo My Trang,23DTH2C,6.78,6.91,6.87,6.85,25.9,Kha
SV1503,Vo Van Khang,23DTH2D,1.67,3.24,3.46,2.79,15.0,Yeu
SV1504,Duong Kim Ha,23DTH1A,6.37,6.65,6.65,6.56,9.3,Kha
SV1505,Huynh Thuy Mai,23DTH1B,7.08,7.26,7.54,7.29,22.6,Gioi
SV1506,Phan Kim Linh,23DTH1C,9.33,9.67,9.0,9.33,3.9,Xuat sac
SV1507,Duong Kim Phuong,23DTH1D,8.21,8.8,8.87,8.63,0,Xuat sac
SV1508,Phan Lan Trang,23DTH2A,7.22,7.26,5.9,6.79,4.0,Kha
SV1509,Vu Lan Chi,23DTH2B,10,8.03,9.32,9.12,0,Xuat sac
SV1510,Le Anh Quan,23DTH2C,4.92,6.0,5.69,5.54,5.8,Kha
SV1511,Nguyen Thanh Hoa,23DTH2D,7.66,6.97,6.26,6.96,9.0,Kha
SV1512,Do Anh Dung,23DTH1A,5.73,5.92,5.84,5.83,8.1,Kha
SV1513,Vu Cong Giang,23DTH1B,6.34,5.63,6.23,6.07,21.6,Kha
SV1514,Dang Thu Yen,23DTH1C,6.24,6.87,6.75,6.62,0,Kha
SV1515,Do Thi Hoa,23DTH1D,8.95,8.05,8.64,8.55,18.0,Xuat sac
SV1516,Ngo Bich Thao,23DTH2A,7.52,6.92,8.34,7.59,15.3,Gioi
SV1517,Duong Kim An,23DTH2B,8.36,8.92,10,9.09,8.1,Xuat sac
SV1518,Vo Ngoc Nga,23DTH2C,5.1,4.89,5.55,5.18,19.0,Trung binh
SV1519,Duong Huu Khang,23DTH2D,5.33,6.78,6.88,6.33,0,Kha
SV1520,Phan Van Khang,23DTH1A,8.04,8.88,9.57,8.83,0,Xuat sac
SV1521,Hoang Thi Thao,23DTH1B,7.37,6.0,6.83,6.73,12.8,Kha
SV1522,Vu My Quyen,23DTH1C,5.99,7.0,6.03,6.34,17.3,Kha
SV1523,Do Thanh Oanh,23DTH1D,4.71,5.54,4.55,4.93,20.1,Trung binh
SV1524,Tran Thanh Van,23DTH2A,6.26,6.8,7.37,6.81,4.1,Kha
SV1525,Pham Huong Phuong,23DTH2B,6.27,6.16,5.39,5.94,22.9,Kha
SV1526,Duong Thuy Hoa,23DTH2C,5.22,6.25,6.91,6.13,0,Kha
SV1527,Dang Huu Phuc,23DTH2D,7.4,6.07,6.37,6.61,0.7,Kha
SV1528,Ngo Lan Van,23DTH1A,8.56,8.23,7.57,8.12,8.2,Gioi
SV1529,Do Kim Binh,23DTH1B,4.1,4.36,6.21,4.89,16.8,Trung binh
SV1530,Pham Minh Son,23DTH1C,7.06,5.59,5.92,6.19,12.2,Kha
SV1531,Bui Thi Nhi,23DTH1D,7.15,8.24,7.61,7.67,2.9,Gioi
SV1532,Vu Kim Ha,23DTH2A,4.41,4.42,3.88,4.24,16.9,Trung binh
SV1533,Tran Huong Thao,23DTH2B,6.83,6.97,5.94,6.58,19.4,Kha
SV1534,Bui Trung Tuan,23DTH2C,7.82,7.76,6.44,7.34,9.7,Gioi
SV1535,Dang Huong Duyen,23DTH2D,6.53,7.14,6.94,6.87,3.7,Kha
SV1536,Duong Ngoc Oanh,23DTH1A,3.38,3.02,4.18,3.53,16.4,Yeu
SV1537,Hoang Van Hung,23DTH1B,7.77,6.69,6.25,6.9,2.5,Kha
SV1538,Do Thi Binh,23DTH1C,6.03,6.5,6.87,6.47,15.6,Kha
SV1539,Ho Gia Dung,23DTH1D,5.49,4.5,5.28,5.09,4.5,Trung binh
SV1540,Vo Minh Hai,23DTH2A,8.02,9.02,9.36,8.8,10.4,Xuat sac
SV1541,Dang Thu Linh,23DTH2B,8.17,7.54,8.46,8.06,14.2,Gioi
SV1542,Vo Huu Binh,23DTH2C,6.82,5.87,4.94,5.88,0,Kha
SV1543,Bui Anh Khoa,23DTH2D,7.06,7.71,6.88,7.22,12.3,Gioi
SV1544,Vu Thi Uyen,23DTH1A,6.01,5.82,5.84,5.89,7.5,Kha
SV1545,Hoang Huu Dat,23DTH1B,5.67,5.57,5.74,5.66,31.1,Kha
SV1546,Nguyen My Van,23DTH1C,6.45,5.19,5.62,5.75,7.2,Kha
SV1547,Hoang Gia Tuan,23DTH1D,5.56,7.04,6.74,6.45,11.3,Kha
SV1548,Vu Lan Mai,23DTH2A,8.22,9.23,8.91,8.79,9.8,Xuat sac
SV1549,Bui Thu Giang,23DTH2B,6.12,7.03,6.11,6.42,1.2,Kha
SV1550,Ngo Thanh Oanh,23DTH2C,3.63,4.44,5.2,4.42,7.4,Trung binh
SV1551,Ho Van Khang,23DTH2D,5.45,5.87,6.91,6.08,6.4,Kha
SV1552,Bui Huong Hoa,23DTH1A,5.11,6.14,5.05,5.43,17.2,Trung binh
SV1553,Huynh Thi Quyen,23DTH1B,8.97,8.65,7.78,8.47,4.1,Gioi
SV1554,Tran Quoc Phuc,23DTH1C,7.32,7.82,7.3,7.48,13.7,Gioi
SV1555,Pham Thanh Quyen,23DTH1D,6.06,6.25,6.51,6.27,2.3,Kha
SV1556,Le Gia Thanh,23DTH2A,5.44,6.09,5.7,5.74,10.3,Kha
SV1557,Bui Huong Binh,23DTH2B,8.56,8.57,8.91,8.68,4.6,Xuat sac
SV1558,Vo Hoang Khang,23DTH2C,7.9,7.43,8.3,7.88,1.4,Gioi
SV1559,Huynh Huu Tuan,23DTH2D,6.75,6.82,6.95,6.84,8.5,Kha
SV1560,Le Quoc An,23DTH1A,3.93,4.03,4.46,4.14,4.6,Trung binh
SV1561,Dang Anh Dat,23DTH1B,6.28,6.62,6.48,6.46,0,Kha
SV1562,Bui Ngoc Hoa,23DTH1C,8.56,7.08,7.43,7.69,19.0,Gioi
SV1563,Duong Thi Quyen,23DTH1D,7.17,6.82,6.75,6.91,0.5,Kha
SV1564,Vo My Nga,23DTH2A,6.14,5.87,5.55,5.85,9.5,Kha
SV1565,Ho Van Khang,23DTH2B,3.87,4.69,3.48,4.01,7.3,Trung binh
SV1566,Tran Anh Giang,23DTH2C,7.91,7.18,6.61,7.23,4.8,Gioi
SV1567,Duong Thu Ha,23DTH2D,4.92,5.14,5.32,5.13,19.8,Trung binh
SV1568,Bui Anh Minh,23DTH1A,7.96,7.39,6.25,7.2,9.3,Gioi
SV1569,Duong Hoang Tuan,23DTH1B,3.53,4.59,4.25,4.12,0,Trung binh
SV1570,Tran Quoc Phong,23DTH1C,8.63,7.68,7.44,7.92,12.0,Gioi
SV1571,Tran Duc Long,23DTH1D,7.6,8.57,6.82,7.66,3.9,Gioi
SV1572,Le Bich Oanh,23DTH2A,6.9,6.8,6.93,6.88,0,Kha
SV1573,Pham My An,23DTH2B,7.98,8.68,7.96,8.21,24.2,Gioi
SV1574,Ho Van Khang,23DTH2C,7.36,7.36,6.97,7.23,14.4,Gioi
SV1575,Bui Gia Dat,23DTH2D,7.45,8.45,8.05,7.98,0,Gioi
SV1576,Nguyen Huu Hung,23DTH1A,6.45,7.3,6.76,6.84,22.1,Kha
SV1577,Dang Bich Trang,23DTH1B,5.16,3.57,3.81,4.18,12.4,Trung binh
SV1578,Do Minh Giang,23DTH1C,7.22,4.59,4.31,5.37,2.8,Trung binh
SV1579,Nguyen Thu Linh,23DTH1D,6.92,6.9,6.19,6.67,10.9,Kha
SV1580,Phan Anh Phong,23DTH2A,6.16,5.17,5.19,5.51,1.9,Kha
SV1581,Ho Van Minh,23DTH2B,6.22,6.12,6.31,6.22,6.0,Kha
SV1582,Huynh Huong Chi,23DTH2C,5.74,4.97,6.07,5.59,17.0,Kha
SV1583,Dang Van Binh,23DTH2D,7.08,6.86,7.93,7.29,6.7,Gioi
SV1584,Huynh Huu Long,23DTH1A,7.75,7.07,7.27,7.36,7.4,Gioi
SV1585,Duong Huu Viet,23DTH1B,3.86,3.98,3.22,3.69,14.7,Yeu
SV1586,Dang Trung Son,23DTH1C,6.33,6.67,7.22,6.74,6.6,Kha
SV1587,Duong Thanh Trang,23DTH1D,5.15,5.38,4.85,5.13,10.2,Trung binh
SV1588,Vo Minh Hung,23DTH2A,7.05,5.73,6.81,6.53,7.6,Kha
SV1589,Do Van Dung,23DTH2B,9.04,9.17,9.71,9.31,6.7,Xuat sac
SV1590,Ho Trung An,23DTH2C,7.07,6.66,7.22,6.98,27.5,Kha
SV1591,Vu Hoang An,23DTH2D,5.71,6.87,5.59,6.06,3.3,Kha
SV1592,Nguyen Thanh Yen,23DTH1A,7.38,6.45,7.65,7.16,14.2,Gioi
SV1593,Ngo Thuy Mai,23DTH1B,5.56,4.52,5.02,5.03,14.6,Trung binh
SV1594,Pham Bich An,23DTH1C,6.83,6.87,7.66,7.12,7.0,Gioi
SV1595,Vo Duc Thanh,23DTH1D,6.4,8.57,7.92,7.63,12.8,Gioi
SV1596,Duong Cong Son,23DTH2A,6.2,5.87,5.49,5.85,0,Kha
SV1597,Pham Minh Dat,23DTH2B,6.4,7.05,7.44,6.96,18.7,Kha
SV1598,Tran Bich Van,23DTH2C,9.43,8.36,9.25,9.01,9.2,Xuat sac
SV1599,Le Hoang Giang,23DTH2D,5.05,6.12,5.98,5.72,5.1,Kha
SV1600,Huynh Thi Binh,23DTH1A,5.44,5.72,4.28,5.15,2.6,Trung binh
SV1601,Bui Huu Cuong,23DTH1B,7.12,8.59,7.09,7.6,9.4,Gioi
SV1602,Tran Hoang Binh,23DTH1C,6.13,6.74,5.84,6.24,19.1,Kha
SV1603,Duong Huong Ha,23DTH1D,8.02,7.96,6.52,7.5,7.8,Gioi
SV1604,Vu Huu Long,23DTH2A,4.91,4.61,4.51,4.68,2.7,Trung binh
SV1605,Hoang Ngoc Uyen,23DTH2B,6.72,6.62,6.72,6.69,15.1,Kha
SV1606,Vu My Thao,23DTH2C,8.1,9.87,7.62,8.53,9.5,Xuat sac
SV1607,Dang My Chi,23DTH2D,7.6,8.39,7.98,7.99,10.4,Gioi
SV1608,Bui Kim Thao,23DTH1A,9.37,8.69,7.93,8.66,0,Xuat sac
SV1609,Tran Kim Oanh,23DTH1B,5.73,5.73,5.17,5.54,8.8,Kha
SV1610,Duong Anh Viet,23DTH1C,6.58,7.68,7.08,7.11,11.0,Gioi
SV1611,Ho Quoc An,23DTH1D,8.27,6.86,7.15,7.43,10.3,Gioi
SV1612,Hoang Thuy Uyen,23DTH2A,4.59,4.08,3.69,4.12,16.4,Trung binh
SV1613,Duong Thi Ha,23DTH2B,6.15,6.71,6.83,6.56,0.8,Kha
SV1614,Bui Bich Nga,23DTH2C,9.65,9.01,9.3,9.32,0,Xuat sac
SV1615,Duong Trung Binh,23DTH2D,5.47,6.71,4.4,5.53,14.2,Kha
SV1616,Pham Lan Mai,23DTH1A,5.03,5.11,4.94,5.03,9.2,Trung binh
SV1617,Phan Lan Uyen,23DTH1B,7.96,7.68,7.91,7.85,9.6,Gioi
SV1618,Nguyen Cong Dung,23DTH1C,6.7,6.75,6.21,6.55,4.3,Kha
SV1619,Le Huong Trang,23DTH1D,4.43,4.54,4.55,4.51,17.5,Trung binh
SV1620,Duong Huu Phong,23DTH2A,6.59,7.13,6.43,6.72,7.6,Kha
SV1621,Ho Thuy Van,23DTH2B,7.85,8.14,8.45,8.15,12.4,Gioi
SV1622,Huynh Thu Yen,23DTH2C,8.6,7.03,7.79,7.81,0.8,Gioi
SV1623,Duong Huong Lan,23DTH2D,7.06,6.76,6.71,6.84,25.3,Kha
SV1624,Vu Quoc Khang,23DTH1A,7.34,7.26,7.97,7.52,3.8,Gioi
SV1625,Vo Thi Van,23DTH1B,5.77,6.83,5.96,6.19,7.6,Kha
SV1626,Dang Kim Duyen,23DTH1C,6.7,6.63,7.13,6.82,5.4,Kha
SV1627,Bui Huu Phuc,23DTH1D,6.73,6.87,8.0,7.2,13.4,Gioi
SV1628,Bui Lan Oanh,23DTH2A,5.38,4.85,6.53,5.59,11.7,Kha
SV1629,Phan Huong Binh,23DTH2B,6.48,6.39,5.69,6.19,13.1,Kha
SV1630,Dang Huong Trang,23DTH2C,5.98,4.07,5.22,5.09,4.3,Trung binh
SV1631,Pham Lan Oanh,23DTH2D,6.88,7.37,7.42,7.22,15.6,Gioi
SV1632,Bui My Uyen,23DTH1A,7.08,7.32,7.8,7.4,4.8,Gioi
SV1633,Vo Kim Ha,23DTH1B,4.38,3.64,3.91,3.98,2.7,Yeu
SV1634,Bui Duc Dung,23DTH1C,6.34,6.13,6.41,6.29,11.5,Kha
SV1635,Le Ngoc Thao,23DTH1D,7.98,8.0,7.11,7.7,8.0,Gioi
SV1636,Tran Thu Chi,23DTH2A,6.51,6.75,5.73,6.33,22.0,Kha
SV1637,Dang Thu Uyen,23DTH2B,6.75,7.28,7.75,7.26,9.8,Gioi
SV1638,Bui Kim An,23DTH2C,5.98,6.41,5.27,5.89,10.4,Kha
SV1639,Huynh Huu Thanh,23DTH2D,8.94,7.95,8.35,8.41,12.9,Gioi
SV1640,Phan Anh Giang,23DTH1A,7.23,8.35,8.13,7.9,8.5,Gioi
SV1641,Vu Huu Hung,23DTH1B,7.1,5.84,5.67,6.2,4.3,Kha
SV1642,Tran Trung Hung,23DTH1C,5.78,5.51,5.28,5.52,0,Kha
SV1643,Pham Bich An,23DTH1D,3.61,2.15,2.45,2.74,11.4,Yeu
SV1644,Vu Quoc Cuong,23DTH2A,8.31,8.62,9.14,8.69,15.6,Xuat sac
SV1645,Hoang Anh Dung,23DTH2B,7.59,7.5,7.96,7.68,3.3,Gioi
SV1646,Ngo Thu Oanh,23DTH2C,6.44,6.45,6.14,6.34,20.9,Kha
SV1647,Do Thanh Duyen,23DTH2D,6.64,7.85,7.59,7.36,12.3,Gioi
SV1648,Do Quoc Viet,23DTH1A,7.48,6.2,6.62,6.77,0,Kha
SV1649,Pham Cong Viet,23DTH1B,7.31,5.59,6.26,6.39,9.8,Kha
SV1650,Tran Thu Giang,23DTH1C,7.59,5.63,5.63,6.28,7.7,Kha
SV1651,Hoang Huu Thanh,23DTH1D,4.4,5.02,6.22,5.21,10.8,Trung binh
SV1652,Vu Hoang Hai,23DTH2A,5.84,6.18,5.35,5.79,20.3,Kha
SV1653,Hoang My An,23DTH2B,7.69,7.58,7.38,7.55,11.2,Gioi
SV1654,Pham Thi Binh,23DTH2C,2.26,1.58,2.1,1.98,9.6,Yeu
SV1655,Dang Gia Khang,23DTH2D,4.87,6.75,6.41,6.01,10.1,Kha
SV1656,Tran Cong Binh,23DTH1A,6.7,6.7,6.06,6.49,13.5,Kha
SV1657,Huynh Van Viet,23DTH1B,7.49,8.47,8.09,8.02,17.1,Gioi
SV1658,Ho Huong Phuong,23DTH1C,5.23,6.89,5.56,5.89,19.7,Kha
SV1659,Ngo Hoang Khoa,23DTH1D,5.74,6.31,4.82,5.62,18.7,Kha
SV1660,Dang Hoang Phong,23DTH2A,6.08,6.16,6.5,6.25,13.0,Kha
SV1661,Phan Huu Hung,23DTH2B,7.78,7.59,6.99,7.45,2.4,Gioi
SV1662,Dang Bich Uyen,23DTH2C,8.2,7.58,7.06,7.61,0,Gioi
SV1663,Hoang Thuy Quyen,23DTH2D,8.75,8.49,8.75,8.66,7.2,Xuat sac
SV1664,Vo Thu Giang,23DTH1A,5.7,6.76,7.98,6.81,1.6,Kha
SV1665,Pham Gia Dung,23DTH1B,7.75,7.79,6.96,7.5,2.0,Gioi
SV1666,Vu Huong Thao,23DTH1C,6.34,7.23,6.42,6.66,3.8,Kha
SV1667,Do Anh Tuan,23DTH1D,5.11,5.04,4.0,4.72,10.8,Trung binh
SV1668,Dang Bich Oanh,23DTH2A,8.08,7.1,7.81,7.66,9.3,Gioi
SV1669,Nguyen Kim Lan,23DTH2B,7.8,8.08,7.35,7.74,0,Gioi
SV1670,Tran Hoang Long,23DTH2C,7.56,8.07,8.13,7.92,3.9,Gioi
SV1671,Ho My Duyen,23DTH2D,4.23,6.07,4.56,4.95,6.7,Trung binh
SV1672,Bui Anh Viet,23DTH1A,6.61,5.16,5.76,5.84,12.5,Kha
SV1673,Ho Quoc Hung,23DTH1B,5.08,4.15,4.63,4.62,17.5,Trung binh
SV1674,Nguyen Lan Giang,23DTH1C,8.18,8.1,7.26,7.85,10.3,Gioi
SV1675,Dang Thuy Quyen,23DTH1D,2.75,3.62,4.84,3.74,16.5,Yeu
SV1676,Huynh Thi Binh,23DTH2A,6.33,6.53,7.45,6.77,19.8,Kha
SV1677,Huynh Anh Nam,23DTH2B,5.55,5.47,6.05,5.69,22.3,Kha
SV1678,Dang Huong Binh,23DTH2C,4.64,5.43,4.18,4.75,5.6,Trung binh
SV1679,Vo Gia Binh,23DTH2D,5.72,6.35,6.23,6.1,7.4,Kha
SV1680,Tran Anh An,23DTH1A,6.03,6.25,7.15,6.48,8.8,Kha
SV1681,Phan Huu Phong,23DTH1B,7.97,8.96,7.72,8.22,10.2,Gioi
SV1682,Le Huong Giang,23DTH1C,5.67,6.68,5.29,5.88,9.2,Kha
SV1683,Huynh Duc Nam,23DTH1D,6.98,5.79,6.12,6.3,10.6,Kha
SV1684,Vo Thi Van,23DTH2A,4.87,5.62,4.81,5.1,12.8,Trung binh
SV1685,Vo Van Tuan,23DTH2B,7.34,6.04,6.54,6.64,2.7,Kha
SV1686,Ngo Anh Binh,23DTH2C,5.88,6.42,5.59,5.96,8.7,Kha
SV1687,Le Quoc Hung,23DTH2D,5.41,4.91,5.29,5.2,2.1,Trung binh
SV1688,Pham Bich Uyen,23DTH1A,5.15,5.52,5.97,5.55,10.9,Kha
SV1689,Bui Trung Hai,23DTH1B,5.0,6.57,5.15,5.57,10.3,Kha
SV1690,Nguyen My Uyen,23DTH1C,3.78,5.28,5.2,4.75,22.6,Trung binh
SV1691,Nguyen Lan Van,23DTH1D,3.17,2.39,3.66,3.07,0,Yeu
SV1692,Do Huu Thanh,23DTH2A,7.24,7.23,7.19,7.22,3.3,Gioi
SV1693,Bui Lan Linh,23DTH2B,5.66,5.08,5.3,5.35,5.8,Trung binh
SV1694,Duong Van Dat,23DTH2C,7.67,7.99,7.32,7.66,0.8,Gioi
SV1695,Dang Bich Nhi,23DTH2D,7.81,5.96,6.66,6.81,4.9,Kha
SV1696,Huynh Cong Khoa,23DTH1A,5.76,5.08,6.98,5.94,11.3,Kha
SV1697,Vo Thuy Nhi,23DTH1B,7.06,7.39,8.3,7.58,8.0,Gioi
SV1698,Phan Hoang Minh,23DTH1C,5.21,5.74,5.18,5.38,13.9,Trung binh
SV1699,Ngo Cong An,23DTH1D,5.55,4.49,6.33,5.46,22.4,Trung binh
SV1700,Do Bich Nhi,23DTH2A,6.81,7.0,6.67,6.83,2.8,Kha
SV1701,Pham Quoc An,23DTH2B,6.93,6.55,7.16,6.88,9.3,Kha
SV1702,Tran Gia Long,23DTH2C,6.59,7.01,4.97,6.19,16.2,Kha
SV1703,Le Thu Ha,23DTH2D,9.15,9.04,7.9,8.7,9.8,Xuat sac
SV1704,Ngo Minh Khoa,23DTH1A,7.32,6.98,6.78,7.03,9.5,Gioi
SV1705,Phan Thanh Mai,23DTH1B,6.19,7.06,5.86,6.37,4.0,Kha
SV1706,Ngo Minh An,23DTH1C,5.72,4.77,5.99,5.49,0,Trung binh
SV1707,Vo Duc Dat,23DTH1D,5.5,4.9,5.09,5.16,17.6,Trung binh
SV1708,Bui Hoang Viet,23DTH2A,6.82,6.31,7.57,6.9,7.4,Kha
SV1709,Nguyen Gia Son,23DTH2B,5.85,5.94,5.73,5.84,13.3,Kha
SV1710,Tran Van Hai,23DTH2C,6.05,6.59,7.35,6.66,14.9,Kha
SV1711,Pham Quoc Phuc,23DTH2D,7.07,6.87,6.42,6.79,6.3,Kha
SV1712,Nguyen Hoang Hung,23DTH1A,5.59,6.54,6.37,6.17,0,Kha
SV1713,Phan Van Phong,23DTH1B,7.33,8.83,7.8,7.99,19.7,Gioi
SV1714,Huynh Kim Yen,23DTH1C,2.47,1.92,2.32,2.24,22.3,Yeu
SV1715,Vu Anh Tuan,23DTH1D,10,9.08,9.05,9.38,0,Xuat sac
SV1716,Le Quoc Dat,23DTH2A,8.3,9.09,7.8,8.4,9.9,Gioi
SV1717,Bui Thu Chi,23DTH2B,7.56,6.06,7.05,6.89,8.6,Kha
SV1718,Dang Thu Thao,23DTH2C,9.33,8.89,9.88,9.37,0,Xuat sac
SV1719,Vo Minh An,23DTH2D,5.21,4.77,3.6,4.53,1.0,Trung binh
SV1720,Huynh Duc Dat,23DTH1A,3.78,5.52,5.1,4.8,3.3,Trung binh
SV1721,Huynh Bich Phuong,23DTH1B,5.55,5.82,4.69,5.35,9.6,Trung binh
SV1722,Dang My Giang,23DTH1C,5.86,4.91,5.95,5.57,0,Kha
SV1723,Dang Duc Binh,23DTH1D,5.66,5.93,6.33,5.97,2.3,Kha
SV1724,Vo Minh An,23DTH2A,6.48,6.96,6.69,6.71,0,Kha
SV1725,Nguyen Thuy Quyen,23DTH2B,5.72,6.42,6.67,6.27,4.4,Kha
SV1726,Bui Minh Quan,23DTH2C,4.68,5.52,5.1,5.1,10.6,Trung binh
SV1727,Pham Ngoc Phuong,23DTH2D,7.65,7.18,7.16,7.33,0,Gioi
SV1728,Do Huong Nga,23DTH1A,6.54,8.23,7.5,7.42,15.5,Gioi
SV1729,Dang My Lan,23DTH1B,7.64,6.18,7.44,7.09,3.4,Gioi
SV1730,Ngo Thu Phuong,23DTH1C,4.28,3.35,5.23,4.29,7.1,Trung binh
SV1731,Do Minh Phuc,23DTH1D,10,9.2,9.03,9.41,19.6,Xuat sac
SV1732,Bui Lan Duyen,23DTH2A,6.51,6.47,7.35,6.78,28.3,Kha
SV1733,Vo Cong Dat,23DTH2B,5.24,5.98,5.78,5.67,6.0,Kha
SV1734,Bui Ngoc Mai,23DTH2C,7.3,6.35,6.01,6.55,8.2,Kha
SV1735,Bui Thanh Nga,23DTH2D,8.16,6.86,7.65,7.56,10.1,Gioi
SV1736,Pham Kim Linh,23DTH1A,6.28,6.0,7.03,6.44,14.4,Kha
SV1737,Bui Bich An,23DTH1B,7.04,6.69,7.62,7.12,8.8,Gioi
SV1738,Le Thu An,23DTH1C,6.63,5.85,5.58,6.02,27.7,Kha
SV1739,Duong Bich Quyen,23DTH1D,7.51,7.58,7.29,7.46,11.9,Gioi
SV1740,Do Cong Giang,23DTH2A,7.5,7.18,7.35,7.34,8.0,Gioi
SV1741,Ngo Anh Khang,23DTH2B,9.24,9.23,8.93,9.13,0,Xuat sac
SV1742,Phan My Giang,23DTH2C,5.57,4.79,5.19,5.18,16.4,Trung binh
SV1743,Phan Anh Quan,23DTH2D,7.76,8.66,9.12,8.51,0,Xuat sac
SV1744,Pham Ngoc Nhi,23DTH1A,8.48,9.92,8.48,8.96,12.3,Xuat sac
SV1745,Tran Anh Minh,23DTH1B,6.55,7.69,7.51,7.25,6.4,Gioi
SV1746,Ho Van Son,23DTH1C,5.95,5.08,6.07,5.7,13.4,Kha
SV1747,Pham Minh Nam,23DTH1D,7.73,8.17,7.69,7.86,12.3,Gioi
SV1748,Nguyen Hoang Long,23DTH2A,7.25,7.58,8.91,7.91,9.0,Gioi
SV1749,Duong Huu Hung,23DTH2B,6.93,6.52,4.92,6.12,13.6,Kha
SV1750,Hoang Minh Dat,23DTH2C,7.56,7.22,8.3,7.69,3.1,Gioi
SV1751,Ho Van Viet,23DTH2D,7.67,7.31,7.34,7.44,12.0,Gioi
SV1752,Huynh Thi Nga,23DTH1A,3.67,4.48,3.52,3.89,20.6,Yeu
SV1753,Dang Kim An,23DTH1B,4.17,4.29,3.05,3.84,21.6,Yeu
SV1754,Le Kim Lan,23DTH1C,6.0,6.14,6.9,6.35,10.9,Kha
SV1755,Hoang Huu Minh,23DTH1D,6.09,6.28,5.75,6.04,13.1,Kha
SV1756,Do Thuy Chi,23DTH2A,6.32,7.0,5.41,6.24,15.5,Kha
SV1757,Duong Anh Tuan,23DTH2B,8.36,8.34,8.12,8.27,4.0,Gioi
SV1758,Do Huu Tuan,23DTH2C,7.33,7.12,7.47,7.31,16.4,Gioi
SV1759,Tran My Nga,23DTH2D,4.7,4.85,5.06,4.87,0,Trung binh
SV1760,Tran My Duyen,23DTH1A,6.38,6.04,5.52,5.98,14.0,Kha
SV1761,Bui Quoc Giang,23DTH1B,6.6,6.14,6.38,6.37,13.7,Kha
SV1762,Bui My Van,23DTH1C,5.91,5.65,5.3,5.62,13.9,Kha
SV1763,Tran Kim Oanh,23DTH1D,7.36,7.34,7.5,7.4,14.0,Gioi
SV1764,Hoang Thi Nhi,23DTH2A,7.48,7.65,8.64,7.92,15.3,Gioi
SV1765,Do Lan Trang,23DTH2B,9.58,6.85,6.52,7.65,7.9,Gioi
SV1766,Tran Duc An,23DTH2C,6.59,5.87,6.14,6.2,12.6,Kha
SV1767,Duong Anh Son,23DTH2D,7.44,8.5,7.21,7.72,24.0,Gioi
